City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Sandy Bay,AU,-42.913,147.3532,60.06,80,100,13.0,light rain
473,Maningrida,AU,-12.0667,134.2667,78.78,89,99,13.49,light rain
474,Daru,PG,-9.0763,143.2092,81.64,83,100,14.94,heavy intensity rain
475,Zheshart,RU,62.0731,49.5733,22.75,97,100,9.62,snow
476,Bowen,AU,-20.0167,148.2333,82.4,74,40,16.11,scattered clouds
477,Mehamn,NO,71.0357,27.8492,21.2,68,40,21.85,snow
478,Meulaboh,ID,4.1363,96.1285,85.77,61,7,5.97,clear sky
479,Gat,IL,31.61,34.7642,48.99,29,100,3.0,moderate rain
480,Odweyne,SO,9.4092,45.064,76.48,25,0,10.42,clear sky
481,Middelburg,ZA,-25.7751,29.4648,68.68,75,81,7.27,broken clouds
482,Ambilobe,MG,-13.2,49.05,84.96,70,79,4.18,light rain
483,Olinda,BR,-8.0089,-34.8553,78.8,73,40,5.75,scattered clouds
484,Byron Bay,AU,-28.65,153.6167,77.16,64,92,8.7,overcast clouds
485,Vestmannaeyjar,IS,63.4427,-20.2734,37.4,75,0,13.8,clear sky
486,Qingyuan,CN,23.7,113.0333,72.25,23,0,0.83,clear sky
487,Le Pradet,FR,43.1066,6.0172,55.87,78,91,16.67,overcast clouds
488,Christchurch,NZ,-43.5333,172.6333,59.0,55,20,16.11,few clouds
489,Ballina,AU,-28.8667,153.5667,80.6,65,40,10.36,scattered clouds
490,Bahir Dar,ET,11.5936,37.3908,74.28,29,0,6.46,clear sky
491,Palauig,PH,15.435,119.9045,82.38,55,0,2.21,clear sky
492,Arsk,RU,56.0915,49.8778,19.4,79,75,11.18,light snow
493,Roald,NO,62.5833,6.1333,35.6,64,75,14.97,snow
494,Guanare,VE,9.0418,-69.7421,70.81,71,1,1.83,clear sky
495,Arlit,NE,18.7369,7.3853,60.69,31,38,5.86,scattered clouds
496,Puerto Escondido,MX,15.85,-97.0667,77.22,55,99,6.24,overcast clouds
497,Casambalangan,PH,18.3765,122.1274,70.14,83,100,18.7,light rain
498,Twistringen,DE,52.8,8.65,32.22,97,100,17.49,light snow
499,Morondava,MG,-20.2833,44.2833,84.83,69,4,2.59,clear sky
500,Key West,US,24.5557,-81.7826,62.6,59,1,16.11,clear sky
501,Ucluelet,CA,48.9329,-125.5528,39.99,87,39,6.93,scattered clouds
502,Kesinga,IN,20.2,83.2333,88.41,33,0,5.77,clear sky
503,Dandong,CN,40.1292,124.3947,12.79,81,0,2.57,clear sky
504,The Valley,AI,18.217,-63.0578,77.0,83,75,3.44,broken clouds
505,Andenes,NO,69.3143,16.1194,23.29,93,100,19.37,overcast clouds
506,Grand Haven,US,43.0631,-86.2284,16.0,80,96,5.03,overcast clouds
507,Kalemie,CD,-5.9475,29.1947,76.53,74,23,3.02,few clouds
508,Altay,CN,47.8667,88.1167,11.07,85,0,0.25,clear sky
509,Buchanan,LR,5.8808,-10.0467,78.64,85,83,3.8,broken clouds
510,Shingu,JP,33.7333,135.9833,41.0,42,75,25.32,broken clouds
511,Kaitangata,NZ,-46.2817,169.8464,51.85,70,100,9.57,overcast clouds
512,Antofagasta,CL,-23.65,-70.4,66.2,77,75,4.61,broken clouds
513,Lobito,AO,-12.3481,13.5456,78.13,68,99,4.25,overcast clouds
514,Camabatela,AO,-8.1881,15.375,66.11,98,93,2.98,light rain
515,Nyurba,RU,63.2842,118.3319,-44.7,77,84,1.61,broken clouds
516,Port Macquarie,AU,-31.4333,152.9167,78.01,78,90,14.7,overcast clouds
517,Tempio Pausania,IT,40.8974,9.1035,59.0,67,0,14.97,clear sky
518,Santiago Del Estero,AR,-27.7951,-64.2615,74.5,63,0,8.84,clear sky
519,Narwar,IN,25.65,77.9,67.95,24,0,6.02,clear sky
520,Kapit,MY,2.0167,112.9333,79.79,90,100,3.53,overcast clouds
521,Fort Nelson,CA,58.8053,-122.7002,-22.0,76,40,0.87,scattered clouds
522,Pilani,IN,28.3684,75.6041,69.1,22,0,6.02,clear sky
523,Mount Pleasant,US,32.7941,-79.8626,39.67,68,0,12.5,clear sky
524,Axim,GH,4.8699,-2.2405,77.97,90,1,4.25,clear sky
525,Quesnel,CA,52.9999,-122.5029,10.4,72,90,3.44,light snow
526,Henties Bay,NA,-22.116,14.2845,64.98,83,94,3.65,overcast clouds
527,Danane,CI,7.2596,-8.155,71.49,90,96,1.39,overcast clouds
528,Richards Bay,ZA,-28.783,32.0377,70.97,88,99,4.14,overcast clouds
529,Mariental,NA,-24.6333,17.9667,82.89,15,58,14.45,broken clouds
530,Kamyaran,IR,34.7956,46.9355,43.59,70,95,5.41,overcast clouds
531,Prince Rupert,CA,54.3161,-130.3201,32.0,74,1,6.91,clear sky
532,Imeni Poliny Osipenko,RU,52.4201,136.4853,-8.77,89,100,4.88,overcast clouds
533,Beyneu,KZ,45.3167,55.2,45.27,56,100,25.01,overcast clouds
534,Nortelandia,BR,-14.4547,-56.8028,72.57,91,100,2.86,light rain
535,Puerto Maldonado,PE,-12.6,-69.1833,71.1,97,100,2.8,overcast clouds
536,Tuy Hoa,VN,13.0833,109.3,73.8,75,70,18.37,light rain
537,Salinas,US,36.6777,-121.6555,48.2,93,90,10.36,moderate rain
538,Puerto Madryn,AR,-42.7692,-65.0385,65.48,35,0,11.18,clear sky
539,Santa Luzia,BR,-19.7697,-43.8514,68.0,72,0,2.3,clear sky
540,Buncrana,IE,55.1333,-7.45,42.93,93,98,2.39,overcast clouds
541,Metro,ID,-5.1131,105.3067,84.11,69,100,14.63,overcast clouds
542,Shizunai,JP,42.3339,142.3669,32.49,91,100,15.99,light snow
543,Ruteng,ID,-8.6136,120.4721,66.69,100,100,5.88,light rain
544,Broome,US,42.2506,-75.833,14.0,72,90,13.8,light snow
545,Mareeba,AU,-17.0,145.4333,82.35,64,95,7.18,overcast clouds
546,Hualmay,PE,-11.0964,-77.6139,69.85,78,100,1.57,overcast clouds
547,Yakeshi,CN,49.2833,120.7333,-10.77,89,100,4.7,overcast clouds
548,Naze,JP,28.3667,129.4833,55.4,58,40,13.8,scattered clouds
549,Labuan,MY,5.2767,115.2417,81.39,77,100,16.26,overcast clouds
550,Cintalapa,MX,16.6951,-93.7272,66.83,82,100,15.39,overcast clouds
551,Mangochi,MW,-14.4782,35.2645,76.66,84,94,2.89,light rain
552,Tagab,AF,34.855,69.6492,42.8,22,0,2.3,haze
553,Makakilo City,US,21.3469,-158.0858,75.2,60,1,8.05,clear sky
554,Qaqortoq,GL,60.7167,-46.0333,44.6,31,75,39.12,broken clouds
555,Yinchuan,CN,38.4681,106.2731,38.3,52,0,2.55,clear sky
556,Tuim,RU,54.3417,89.9261,24.35,90,100,24.54,overcast clouds
557,Kasongo-Lunda,CD,-6.4667,16.8167,74.34,86,82,1.99,broken clouds
558,Dudinka,RU,69.4058,86.1778,-33.07,77,2,7.83,clear sky
559,Biak,ID,-0.9131,122.8766,86.05,55,95,2.89,overcast clouds
560,Rabo De Peixe,PT,37.8,-25.5833,60.89,91,100,27.36,overcast clouds
561,Guayaramerin,BO,-10.8368,-65.3614,72.25,98,100,2.84,overcast clouds
562,Makaryev,RU,57.8797,43.8069,17.29,97,100,8.41,overcast clouds
563,Karwar,IN,14.8,74.1333,85.05,42,10,5.55,clear sky
564,Ust-Koksa,RU,50.2696,85.6108,20.03,90,100,0.72,light snow
565,Itarema,BR,-2.9248,-39.9167,77.36,85,100,8.21,light rain
566,Pilar,BR,-9.5972,-35.9567,72.63,90,99,2.84,overcast clouds
567,Rimouski,CA,48.4488,-68.524,11.89,92,97,8.25,overcast clouds
568,Kamyzyak,RU,46.11,48.0736,32.0,93,40,13.42,scattered clouds
569,Carndonagh,IE,55.25,-7.2667,43.02,94,100,4.25,overcast clouds
570,Smidovich,RU,48.6,133.8167,-3.55,86,100,5.55,overcast clouds
571,Saint-Georges,GD,12.0564,-61.7485,75.2,83,20,6.91,few clouds
572,Coquimbo,CL,-29.9533,-71.3436,59.0,88,0,2.3,clear sky
573,Baykit,RU,61.67,96.37,-32.82,76,100,4.43,overcast clouds
574,Nhulunbuy,AU,-12.2333,136.7667,84.54,74,100,8.63,light rain
575,Adre,TD,13.4667,22.2,68.09,20,0,23.02,clear sky
576,Labuhan,ID,-6.8844,112.2051,82.87,78,80,20.98,broken clouds
577,Nouakchott,MR,18.0858,-15.9785,60.8,25,0,8.05,clear sky
578,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.86,90,100,9.51,overcast clouds
579,Saldanha,ZA,-33.0117,17.9442,62.6,72,0,5.75,clear sky
580,Shiraz,IR,29.6036,52.5388,51.8,28,0,2.51,clear sky
581,Manturovo,RU,58.3353,44.7619,16.02,97,100,7.45,overcast clouds
582,Naryan-Mar,RU,67.6713,53.087,-29.36,83,84,8.12,broken clouds
583,Bolgar,RU,54.95,49.0667,21.2,79,90,8.95,light snow
584,Stornoway,GB,58.2093,-6.3865,41.0,65,75,21.85,broken clouds
585,Winneba,GH,5.3511,-0.6231,77.76,90,1,4.59,clear sky
586,Pacifica,US,37.6138,-122.4869,48.99,87,75,3.44,broken clouds
587,Verkhoyansk,RU,67.5447,133.385,-47.87,73,66,0.29,broken clouds
588,Lebedinyy,RU,58.5167,125.5167,-36.06,81,100,4.09,overcast clouds
589,Vaterstetten,DE,48.1101,11.7689,41.65,93,100,10.76,moderate rain
590,Melo,UY,-32.3667,-54.1833,61.7,91,0,6.53,clear sky
591,Thinadhoo,MV,0.5333,72.9333,82.38,74,18,9.8,few clouds
592,Portland,US,45.5234,-122.6762,43.0,87,90,1.7,overcast clouds
593,Malanje,AO,-9.5402,16.341,67.53,94,81,4.72,broken clouds
594,Muros,ES,42.7762,-9.0603,57.99,93,100,8.01,overcast clouds
595,Iquique,CL,-20.2208,-70.1431,68.0,68,0,3.44,clear sky
596,Moerai,PF,-22.4333,-151.3333,81.16,73,10,13.89,light rain
597,Baiquan,CN,47.5833,126.0833,-9.11,88,100,6.53,overcast clouds
598,Bacolod,PH,10.6667,122.95,80.83,74,48,21.68,scattered clouds
599,Matagami,CA,49.7502,-77.6328,-0.4,85,90,11.5,light snow
600,Isla Vista,US,34.4133,-119.861,50.0,87,90,6.91,mist
601,Linhares,BR,-19.3911,-40.0722,70.41,96,3,2.66,clear sky
602,Trinidad,BO,-14.8333,-64.9,72.88,97,60,5.12,broken clouds
603,Cap Malheureux,MU,-19.9842,57.6142,81.52,73,0,13.38,clear sky
604,Baindur,IN,13.8667,74.6333,87.17,42,0,5.68,clear sky
605,Port Blair,IN,11.6667,92.75,83.26,70,0,11.27,clear sky
606,Kamalpur,IN,24.2,91.8333,81.32,28,0,3.98,clear sky
607,Orlik,RU,52.5178,99.825,16.34,86,100,11.25,overcast clouds
608,Mao,ES,39.8885,4.2658,62.78,68,100,21.09,overcast clouds
609,Kununurra,AU,-15.7667,128.7333,82.4,100,40,10.36,scattered clouds
610,Tres Lagoas,BR,-20.7511,-51.6783,72.88,88,100,5.01,overcast clouds
611,Saint Anthony,US,45.0205,-93.218,19.4,68,90,9.22,overcast clouds
612,Montepuez,MZ,-13.1256,38.9997,78.53,80,100,5.39,light rain
613,Sursk,RU,53.0754,45.6846,24.01,67,100,9.44,overcast clouds
614,Gushikawa,JP,26.3544,127.8686,59.0,51,90,18.41,overcast clouds
615,Siparia,TT,10.1333,-61.5,72.0,93,100,6.08,overcast clouds
616,Zhanakorgan,KZ,43.9098,67.2495,35.1,81,0,2.8,clear sky
617,Say,NE,13.1007,2.3689,67.26,24,45,11.01,scattered clouds
618,Finnsnes,NO,69.2296,17.9811,15.8,57,75,8.05,broken clouds
619,Taphan Hin,TH,16.2209,100.4198,91.0,33,2,4.34,clear sky
620,Liverpool,GB,53.4106,-2.9779,45.0,93,90,4.61,overcast clouds
621,Norton,ZW,-17.8833,30.7,66.16,92,100,1.32,light rain
622,Paramirim,BR,-13.4425,-42.2389,67.3,83,38,4.36,scattered clouds
623,Crnici,BA,43.1289,17.8667,37.4,93,90,2.3,mist
624,Soyo,AO,-6.1349,12.3689,80.65,82,93,4.85,overcast clouds
625,Tshikapa,CD,-6.4167,20.8,76.64,83,100,0.96,overcast clouds
626,Kapoeta,SS,4.7717,33.5903,90.81,27,97,20.2,overcast clouds
627,Egvekinot,RU,66.3167,-179.1667,-21.26,84,85,19.86,overcast clouds
628,Pisco,PE,-13.7,-76.2167,69.8,78,0,9.22,clear sky
629,Banswara,IN,23.55,74.45,76.55,17,0,8.86,clear sky
630,Madera,US,37.1666,-119.8343,39.0,93,100,1.99,heavy intensity rain
631,Mangrol,IN,21.1167,70.1167,78.04,22,0,7.87,clear sky
632,Saint-Pierre,RE,-21.3393,55.4781,82.63,64,29,0.34,light rain
633,Pauini,BR,-7.7136,-66.9764,72.34,99,100,2.15,overcast clouds
634,Tsabong,BW,-26.0217,22.401,80.15,29,98,11.92,overcast clouds
635,Nara,JP,34.6851,135.8049,42.8,39,20,21.85,few clouds
636,Kshenskiy,RU,51.8408,37.7136,27.84,97,99,22.39,light snow
637,Sibenik,HR,43.7272,15.9058,48.0,76,90,5.75,overcast clouds
638,Soskovo,RU,52.7475,35.3828,27.21,98,100,12.17,snow
639,Soe,ID,-9.8607,124.284,74.1,84,100,7.38,overcast clouds
640,Rorvik,NO,64.8621,11.2373,23.0,93,75,14.97,light snow
641,Abu Dhabi,AE,24.4667,54.3667,69.8,46,0,9.22,clear sky
642,Wiwili,NI,13.6268,-85.8254,66.18,88,98,5.01,overcast clouds
643,Nanakuli,US,21.3906,-158.1547,72.16,70,0,17.74,clear sky
644,Rantepao,ID,-2.9701,119.8978,76.55,82,100,1.19,overcast clouds
645,Marzuq,YE,14.4,46.4667,76.17,15,1,3.29,clear sky
646,Yulara,AU,-25.2406,130.9889,93.2,33,75,17.27,broken clouds
647,Maxixe,MZ,-23.8597,35.3472,80.6,89,75,2.3,light rain
648,Eureka,US,40.8021,-124.1637,37.99,97,0,1.01,clear sky
649,Nantucket,US,41.2835,-70.0995,21.2,68,90,23.02,overcast clouds
650,Hearst,CA,49.6835,-83.6665,3.2,85,100,5.75,overcast clouds
651,Leirvik,NO,59.7798,5.5005,28.0,79,0,3.0,clear sky
652,Bilibino,RU,68.0546,166.4372,-20.94,81,76,6.26,broken clouds
653,Maple Creek,CA,49.9168,-109.4848,23.0,85,100,2.3,overcast clouds
654,Ganzhou,CN,28.8184,115.4327,56.62,37,0,3.22,clear sky
655,George,ZA,-33.963,22.4617,65.66,63,0,6.13,clear sky
656,Pontes E Lacerda,BR,-15.2261,-59.3353,71.83,94,97,1.1,overcast clouds
657,Yerbogachen,RU,61.2767,108.0108,-32.53,81,41,4.85,scattered clouds
658,Roswell,US,34.0232,-84.3616,32.0,59,1,6.91,clear sky
659,Gambiran,ID,-6.7988,111.4951,78.39,85,100,11.81,light rain
660,Tiarei,PF,-17.5333,-149.3333,78.01,73,75,3.44,broken clouds
661,Krasnoturansk,RU,54.3186,91.5639,30.2,69,100,24.61,snow
662,Ballymena,GB,54.8636,-6.2763,39.7,94,94,4.81,overcast clouds
663,Marawi,PH,7.9986,124.2928,80.01,84,100,11.01,overcast clouds
664,Ostrovnoy,RU,68.0531,39.5131,4.17,88,100,20.0,overcast clouds
665,Porto Nacional,BR,-10.7081,-48.4172,71.6,88,20,5.75,few clouds
666,Pemangkat,ID,1.1667,108.9667,78.4,86,100,15.1,overcast clouds
667,Viedma,AR,-40.8135,-62.9967,62.33,66,0,8.52,clear sky
668,Guaratuba,BR,-25.8828,-48.5747,73.0,92,100,23.0,overcast clouds
669,Zigong,CN,29.3416,104.7769,57.43,51,96,5.1,overcast clouds
670,Udachnyy,RU,66.4167,112.4,-38.96,80,90,2.62,overcast clouds
671,Qasigiannguit,GL,68.8193,-51.1922,-5.64,70,0,0.69,clear sky
672,Kalabo,ZM,-14.97,22.6814,71.74,80,100,10.69,overcast clouds
673,Binga,ZW,-17.6203,27.3414,71.82,92,100,4.7,moderate rain
674,Raton,US,36.9034,-104.4391,26.01,68,1,4.61,clear sky
675,Sambava,MG,-14.2667,50.1667,86.49,60,9,4.21,clear sky
676,North Bend,US,43.4065,-124.2243,39.43,90,2,3.71,clear sky
677,Emba,KZ,48.8264,58.1442,23.81,90,100,18.95,overcast clouds
678,Blackfoot,US,43.1905,-112.345,39.99,65,75,3.44,broken clouds
679,Khuzhir,RU,53.1939,107.3397,-8.54,80,13,7.67,few clouds
680,Qiyang,CN,26.5911,111.8474,61.41,32,63,2.86,broken clouds
681,Grand Gaube,MU,-20.0064,57.6608,84.99,67,0,10.0,clear sky
682,Ust-Ishim,RU,57.6935,71.1665,24.55,98,100,7.16,overcast clouds
683,Santa Rosa,PH,14.3122,121.1114,79.57,61,98,20.22,overcast clouds
684,Harrison,US,30.4091,-89.0436,42.37,76,87,8.41,overcast clouds
685,Chicama,PE,-7.8447,-79.1469,72.16,70,87,4.7,light rain
686,Thurso,GB,58.5927,-3.5259,35.65,83,58,14.25,broken clouds
687,Tiznit,MA,29.5833,-9.5,60.1,43,0,4.0,clear sky
688,Macamic,CA,48.7502,-78.9996,-3.32,91,100,7.36,overcast clouds
689,Kikwit,CD,-5.041,18.8162,76.59,84,77,1.88,broken clouds
690,Vao,NC,-22.6667,167.4833,76.64,78,67,22.5,broken clouds
691,Belmonte,BR,-15.8631,-38.8828,77.0,73,75,9.22,broken clouds
692,Saint Paul,US,44.9444,-93.0933,12.33,96,95,6.69,overcast clouds
693,Mankera,PK,31.3866,71.4407,66.34,23,0,1.3,clear sky
694,Grindavik,IS,63.8424,-22.4338,26.6,86,20,5.75,few clouds
695,Sept-Iles,CA,50.2001,-66.3821,8.6,66,14,14.97,few clouds
696,Hami,CN,42.8,93.45,31.05,75,0,1.66,clear sky
697,Chimalpa,MX,19.4333,-99.35,43.99,89,100,4.29,overcast clouds
698,Mogadishu,SO,2.0371,45.3438,82.4,54,75,16.11,broken clouds
699,Bobo Dioulasso,BF,11.1771,-4.2979,64.54,22,0,5.35,clear sky
700,Gondanglegi,ID,-7.7479,112.0132,84.02,74,97,15.17,overcast clouds
701,Pierre,US,44.3683,-100.351,20.82,96,0,9.01,clear sky
702,Alofi,NU,-19.0595,-169.9187,78.8,89,100,5.75,overcast clouds
703,Tambacounda,SN,13.7539,-13.7586,68.0,22,0,6.91,clear sky
704,Santiago De Cao,PE,-7.9589,-79.2392,70.21,80,79,9.17,broken clouds
705,Krasnoselkup,RU,65.7,82.4667,-22.97,85,100,10.58,overcast clouds
706,Matara,LK,5.9485,80.5353,87.19,63,87,1.39,overcast clouds
707,Camacha,PT,33.0833,-16.3333,57.88,94,0,11.52,clear sky
